avg_key_latency,error_rate,backspace_rate,typing_speed,session_duration,fatigue_label
97.76239763906159,0.023189021846893833,0.05558082584400276,75.10515284806526,12.095609329882425,0
109.49660385643705,0.02241962271566034,0.011734395106844042,47.75082167486967,12.188562353795136,0
182.87815743295062,0.05772779488642483,0.08483280991462963,22.883034751390085,35.557875586136234,1
131.95440933825216,0.014556172754748173,0.052218451794197325,53.490064225776976,16.87849009172836,0
107.99492299788176,0.029474398210466386,0.055820680025243645,58.6444025972536,9.892239026622011,0
116.76489227204958,0.028225449121031893,0.025583127000579558,67.08863595004756,5.201649380601122,0
124.37276632107725,0.028817610389486107,0.02981829314269785,49.167057864631126,18.86850208416841,0
109.23716676674081,0.023436182895684613,0.014739196892745325,68.24083969394795,13.074588597918417,0
131.6424558942608,0.028877484595933575,0.06788664660217524,72.54997797244735,13.964170549477128,0
107.5304521003008,0.02331263431403564,0.06951090254244718,60.2082576215471,14.071705116680914,0
143.59432689401402,0.011017920605443219,0.06669590838460857,67.9656138432897,9.81085061742259,0
196.96785019887258,0.09084186816525242,0.19690182832329844,39.713391687120385,68.4696548372101,1
112.02723219969597,0.019391359125252538,0.021624990828171944,75.42491617339421,19.517662453129212,0
120.380006621243,0.03477894044741516,0.03963459563452705,56.91506397106812,12.491214782077318,0
220.0579332609922,0.11474559958796082,0.13285584350281396,42.516103166905374,65.57793200324664,1
207.0221317581933,0.05893840718367943,0.10361689267011158,36.863134774942736,23.04727577801822,1
93.7929580974612,0.090365538316663,0.10022417742098533,37.68690514824046,51.79404489800264,1
116.6787818329787,0.0388618590121053,0.053491556256636784,67.57550390722764,14.627770421169163,0
199.2579678195344,0.029794861340293306,0.06637340827821711,32.05931056477448,46.535215238245,1
111.34781438903974,0.018076390352188776,0.05603094684667225,64.65288230294756,9.156609811902339,0
230.69187354825615,0.045506222675169246,0.08123319470215279,46.18512684711399,32.97258234975459,1
255.36062875730713,0.09760571281400811,0.2295227812904989,32.075709398954494,36.50553405595842,1
154.13209907356924,0.028735894156353792,0.05018288691480275,61.34460703167457,18.24543366314553,0
95.54252926649386,0.01080575765766197,0.0809986881003508,57.16746707663763,13.389692418971622,0
185.73019896927224,0.09668365395601897,0.17219303054593288,44.21158529067757,65.45829786625657,1
170.78325432538665,0.022598827942484235,0.0656364574355462,52.63049289121918,8.397716934578618,0
224.7056338204458,0.1165121239094033,0.13131441347494374,46.77921146061311,47.62249517987207,1
151.32580430563044,0.044260895083920546,0.15282768043169148,32.20254663818143,56.806269056136784,1
135.39954719861586,0.03268389522403902,0.05848972488112902,74.4053558496201,10.661794550103128,0
122.9172370485662,0.011104855703744768,0.03368379430069124,64.22898290585896,16.70575987408322,0
248.37527882746537,0.09613880011075987,0.2567211079530871,40.75012344121557,23.903920992276767,1
198.61881375620766,0.04787322505816664,0.14412362076215926,38.21229771739319,55.71000741138138,1
117.51735222236681,0.027403408179477385,0.04095075535310662,72.77049794903608,20.227855841731586,0
113.15716574789238,0.02214093744130204,0.025085224425760243,66.73180925851182,16.926586898644185,0
124.61907445890266,0.011910631086096388,0.07114847017724753,65.51360859479635,19.362235788302264,0
242.64794176390953,0.03866991896128727,0.07310874800424386,44.12028213766928,52.706789263683135,1
200.95727257863348,0.10615741966437178,0.19186781641667636,40.058450981925056,64.96321991958128,1
239.52810442016448,0.07054192266078964,0.15794846102466337,33.817398283699426,41.44772089889987,1
119.20727715920762,0.01465337258149936,0.014230069900390073,68.57304541936634,12.927340973050542,0
121.6039742508163,0.015280681342105666,0.07177901193934733,65.64280019095463,9.611276110353469,0
221.9830538025067,0.041873845793718806,0.23945179786962312,54.74731006656427,65.45153236427556,1
